Matrix Name, nrow, ncol, nnz, max_nnz_per_row, min_nnz_per_row, avg_nnz_per_row, std_nnz_per_row, density, max_nnz_per_col, min_nnz_per_col, avg_nnz_per_col, std_nnz_per_col, nnz_variance, nnz_std, dia_num, dia_ratio, CV
598a,110971,110971,1483868,26,5,13.371673680511124,2.9150614614442403,0.00012049700985402605,26,5,13.371673680511124,2.9150614614442403,8.49758332399743,2.9150614614442403,193884,1.747159167710483,0.2180027370614696
662_bus,662,662,2474,10,2,3.7371601208459215,1.4841895166012695,0.005645256980129791,10,2,3.7371601208459215,1.4841895166012695,2.20281852118911,1.4841895166012695,463,0.6993957703927492,0.3971436782498142
685_bus,685,685,3249,13,2,4.7430656934306565,1.7916185896743912,0.006924183494059353,13,2,4.7430656934306565,1.7916185896743912,3.2098971708668547,1.7916185896743912,359,0.5240875912408759,0.3777342979153457
a0nsdsil,80016,80016,355034,5003,3,4.437037592481504,49.98497309627464,5.545187953011277e-05,5003,3,4.437037592481504,49.98497309627464,2498.4975354352996,49.98497309627464,50015,0.6250624875024995,11.265393194092711
a2nnsnsl,80016,80016,347222,5003,3,4.339407118576284,47.7306320628692,5.4231742633676826e-05,5003,3,4.339407118576284,47.7306320628692,2278.2132371209973,47.7306320628692,49617,0.6200884823035393,10.999344094390741
a5esindl,60008,60008,255004,9993,3,4.249500066657779,53.9726918717943,7.08155590364248e-05,9993,3,4.249500066657779,53.9726918717943,2913.05146788765,53.9726918717943,49985,0.8329722703639515,12.70095094132889
aa01,823,8904,72965,368,2,88.65735115431349,57.53468363879461,0.009957025062254436,15,2,8.1946316262354,2.25626071641894,3310.2398214161803,57.53468363879461,9347,11.35722964763062,0.6489555901422321
aa03,825,8627,70806,461,1,85.82545454545455,65.58544614474701,0.009948470446905592,17,2,8.207488118697114,2.3297879593424264,4301.45074600551,65.58544614474701,8962,10.863030303030303,0.7641724298705799
aa3,825,8627,70806,461,1,85.82545454545455,65.58544614474701,0.009948470446905592,17,2,8.207488118697114,2.3297879593424264,4301.45074600551,65.58544614474701,8962,10.863030303030303,0.7641724298705799
aa4,426,7195,52121,404,3,122.34976525821597,84.2132449321995,0.017004831863546347,14,2,7.244058373870743,1.897858545790716,7091.870622010624,84.2132449321995,7409,17.392018779342724,0.6882991949716426
aa5,801,8308,65953,354,1,82.33832709113608,66.1251160904494,0.0099107278636418,15,2,7.938493018777082,2.219903020166648,4372.530977975409,66.1251160904494,8803,10.990012484394507,0.8030903520453955
aa6,646,7292,51728,358,2,80.07430340557275,63.947182557345684,0.010981116758855287,14,2,7.093801426220516,2.026356768493133,4089.242157022496,63.947182557345684,7602,11.76780185758514,0.7985980500318071
ABACUS_shell_hd,23412,23412,218484,15,6,9.332137365453613,1.3086619494712448,0.00039860487636483914,15,6,9.332137365453613,1.3086619494712448,1.712596097993879,1.3086619494712448,621,0.026524859046642747,0.14023174951493375
ABACUS_shell_ld,23412,23412,218484,15,6,9.332137365453613,1.3086619494712448,0.00039860487636483914,15,6,9.332137365453613,1.3086619494712448,1.712596097993879,1.3086619494712448,621,0.026524859046642747,0.14023174951493375
ABACUS_shell_md,23412,23412,218484,15,6,9.332137365453613,1.3086619494712448,0.00039860487636483914,15,6,9.332137365453613,1.3086619494712448,1.712596097993879,1.3086619494712448,621,0.026524859046642747,0.14023174951493375
ABACUS_shell_ud,23412,23412,218484,15,6,9.332137365453613,1.3086619494712448,0.00039860487636483914,15,6,9.332137365453613,1.3086619494712448,1.712596097993879,1.3086619494712448,621,0.026524859046642747,0.14023174951493375
abb313,313,176,1557,6,1,4.97444089456869,0.8455777221558218,0.028263868719140283,26,2,8.846590909090908,3.9013822976791994,0.7150016842062282,0.8455777221558218,318,1.8068181818181819,0.16998447465303293
abtaha1,14596,209,51307,4,1,3.515141134557413,0.8018909982102346,0.016818857103145516,339,20,245.48803827751198,89.53639820390742,0.6430291730106065,0.8018909982102346,13420,64.21052631578948,0.22812483695941263
abtaha2,37932,331,137228,4,1,3.617737003058104,0.7405630865292787,0.010929719042471614,552,178,414.58610271903325,72.60155500220841,0.548433685129772,0.7405630865292787,35667,107.75528700906344,0.20470340599752673
ACTIVSg10K,20000,20000,137736,36,4,6.8868,2.9502518129813935,0.00034434,36,4,6.8868,2.9502518129813935,8.703985759999998,2.9502518129813935,6179,0.30895,0.42839225953728777
ACTIVSg2000,4000,4000,29336,34,4,7.334,3.3449131528337173,0.0018335,34,4,7.334,3.3449131528337173,11.188443999999999,3.3449131528337173,2649,0.66225,0.45608305874471194
ACTIVSg70K,69999,69999,238627,28,2,3.4090058429406134,1.5208760435098392,4.870077919599728e-05,28,2,3.4090058429406134,1.5208760435098392,2.3130639397221424,1.5208760435098392,8913,0.12733039043414907,0.44613477171336535
add20,2395,2395,17319,124,2,7.231315240083507,13.03186797930596,0.0030193383048365374,124,2,7.231315240083507,13.03186797930596,169.82958303006,13.03186797930596,2587,1.0801670146137787,1.802143530829596
add32,4960,4960,23884,32,2,4.815322580645161,3.683409718454661,0.0009708311654526534,32,2,4.815322580645161,3.683409718454661,13.567507154006243,3.683409718454661,3767,0.759475806451613,0.7649351952577088
adder_dcop_01,1813,1813,11156,1310,1,6.153337010479867,30.7773114002446,0.0033940082793601036,1332,1,6.153337010479867,32.80404785395502,947.2428970276262,30.7773114002446,3112,1.716492002206288,5.0017269244033224
adder_dcop_02,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_03,1813,1813,11148,1310,1,6.148924434638721,30.77761980859698,0.0033915744261658687,1332,1,6.148924434638721,33.37837195711923,947.2618810825413,30.77761980859698,3126,1.7242140099282957,5.005366407695221
adder_dcop_04,1813,1813,11107,1310,1,6.126309983452841,30.779450267183492,0.0033791009285454167,1331,1,6.126309983452841,33.362672026219094,947.3745587500218,30.779450267183492,3123,1.7225592939878653,5.024141832574383
adder_dcop_05,1813,1813,11097,1310,1,6.1207942636514066,30.777250232220798,0.0033760586120526234,1332,1,6.1207942636514066,33.388787219666185,947.2391318567351,30.777250232220798,3124,1.7231108659680088,5.02830987393136
adder_dcop_06,1813,1813,11224,1310,1,6.190843905129619,30.77726297392162,0.003414696031511097,1332,1,6.190843905129619,33.38789037048492,947.2399161659266,30.77726297392162,3126,1.7242140099282957,4.971416408741972
adder_dcop_07,1813,1813,11226,1310,1,6.191947049089906,30.77689768337919,0.003415304494809656,1332,1,6.191947049089906,33.38608330466931,947.2174310131913,30.77689768337919,3126,1.7242140099282957,4.970471717438667
adder_dcop_08,1813,1813,11242,1310,1,6.2007722007722,30.777235651912754,0.003420172201198125,1332,1,6.2007722007722,33.388872897726564,947.2382343733696,30.777235651912754,3127,1.724765581908439,4.963452075868869
adder_dcop_09,1813,1813,11239,1310,1,6.1991174848317705,30.77712991234668,0.003419259506250287,1332,1,6.1991174848317705,33.386264342790305,947.2317256414648,30.77712991234668,3127,1.724765581908439,4.964759901333262
adder_dcop_10,1813,1813,11232,1310,1,6.195256480970767,30.777486195011683,0.003417129884705332,1332,1,6.195256480970767,33.38916992180468,947.2536564841347,30.777486195011683,3127,1.724765581908439,4.967911544832281
adder_dcop_11,1813,1813,11243,1310,1,6.201323772752344,30.77720516669044,0.0034204764328474046,1332,1,6.201323772752344,33.388960434362865,947.2363578725566,30.77720516669044,3127,1.724765581908439,4.963005689514343
adder_dcop_12,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_13,1813,1813,11245,1310,1,6.202426916712631,30.777126245014834,0.003421084896145963,1332,1,6.202426916712631,33.38844165320606,947.231499901581,30.777126245014834,3127,1.724765581908439,4.962110260756949
adder_dcop_14,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_15,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_16,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_17,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_18,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_19,1813,1813,11245,1310,1,6.202426916712631,30.777197930893937,0.003421084896145963,1332,1,6.202426916712631,33.38791301388597,947.2359124774221,30.777197930893937,3127,1.724765581908439,4.962121818471384
adder_dcop_20,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_21,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_22,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_23,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_24,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_25,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_26,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_27,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_28,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_29,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_30,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_31,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_32,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_33,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_34,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_35,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_36,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_37,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_38,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_39,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_40,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_41,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_42,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_43,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_44,1813,1813,11245,1310,1,6.202426916712631,30.777180009439814,0.003421084896145963,1332,1,6.202426916712631,33.38885464685114,947.2348093334617,30.777180009439814,3127,1.724765581908439,4.962118929045299
adder_dcop_45,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_46,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_47,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_48,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_49,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_50,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_51,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_52,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_53,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_54,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_55,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_56,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_57,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_58,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_59,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_60,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_61,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_62,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_63,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_64,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_65,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_66,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_67,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_68,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_dcop_69,1813,1813,11246,1310,1,6.202978488692774,30.777149494507437,0.003421389127795242,1332,1,6.202978488692774,33.38889259736225,947.2329310072594,30.777149494507437,3127,1.724765581908439,4.961672775523918
adder_trans_01,1814,1814,14579,1335,1,8.036934950385888,33.67485529990974,0.004430504382792661,1335,1,8.036934950385888,33.67485529990974,1133.9958794698591,33.67485529990974,3321,1.830760749724366,4.190012176009072
adder_trans_02,1814,1814,14579,1335,1,8.036934950385888,33.67485529990974,0.004430504382792661,1335,1,8.036934950385888,33.67485529990974,1133.9958794698591,33.67485529990974,3321,1.830760749724366,4.190012176009072
adjnoun,112,112,850,49,1,7.589285714285714,6.8511646187092206,0.06776147959183673,49,1,7.589285714285714,6.8511646187092206,46.938456632653065,6.8511646187092206,198,1.7678571428571428,0.9027416909358031
af_0_k101,503625,503625,17550675,35,15,34.848696947133284,1.256580164710205,6.919572488882261e-05,35,15,34.848696947133284,1.256580164710205,1.578993710343126,1.256580164710205,897,0.0017810871183916604,0.036058167874009235
af_1_k101,503625,503625,17550675,35,15,34.848696947133284,1.256580164710205,6.919572488882261e-05,35,15,34.848696947133284,1.256580164710205,1.578993710343126,1.256580164710205,897,0.0017810871183916604,0.036058167874009235
af23560,23560,23560,484256,21,11,20.55415959252971,1.2707512242846302,0.0008724176397508366,21,10,20.55415959252971,1.4632581670691505,1.6148086740208867,1.2707512242846302,29,0.001230899830220713,0.061824528439804335
af_2_k101,503625,503625,17550675,35,15,34.848696947133284,1.256580164710205,6.919572488882261e-05,35,15,34.848696947133284,1.256580164710205,1.578993710343126,1.256580164710205,897,0.0017810871183916604,0.036058167874009235
af_3_k101,503625,503625,17550675,35,15,34.848696947133284,1.256580164710205,6.919572488882261e-05,35,15,34.848696947133284,1.256580164710205,1.578993710343126,1.256580164710205,897,0.0017810871183916604,0.036058167874009235
af_4_k101,503625,503625,17550675,35,15,34.848696947133284,1.256580164710205,6.919572488882261e-05,35,15,34.848696947133284,1.256580164710205,1.578993710343126,1.256580164710205,897,0.0017810871183916604,0.036058167874009235
af_5_k101,503625,503625,17550675,35,15,34.848696947133284,1.256580164710205,6.919572488882261e-05,35,15,34.848696947133284,1.256580164710205,1.578993710343126,1.256580164710205,897,0.0017810871183916604,0.036058167874009235
af_shell10,1508065,1508065,52672325,35,15,34.92709200200257,0.9015463191726053,2.3160203308214544e-05,35,15,34.92709200200257,0.9015463191726053,0.8127857656136731,0.9015463191726053,2667,0.0017684914111792264,0.025812235359328358
af_shell1,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell2,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell3,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell4,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell5,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell6,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell7,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell8,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
af_shell9,504855,504855,17588875,40,20,34.83945885452258,1.2752199865595721,6.900884185463665e-05,40,20,34.83945885452258,1.2752199865595721,1.6261860141209954,1.2752199865595721,7525,0.014905269829951174,0.036602749539952545
aft01,8205,8205,125567,21,8,15.303717245581963,3.8952014515090068,0.001865169682581592,21,8,15.303717245581963,3.8952014515090068,15.172594347837874,3.8952014515090068,177,0.02157221206581353,0.254526491113361
aft02,8184,8184,127762,82,8,15.61119257086999,5.262080719134378,0.001907525973957721,82,8,15.61119257086999,5.262080719134378,27.689493494685774,5.262080719134378,225,0.02749266862170088,0.3370710274212657
