a5esindl,0.30543,1.40986,0.21076,0.00038,0.00015,0.18411,0.87977,1.02789,8.01787,0.00085,0.19198,1.80510,0.24128,0.00062,0.00022,1.06409,0.54690,0.58699,9.23822,0.00161,0.10357,4.90375,0.10686,0.00054,0.00090,1.18110,0.24650,0.24805,10.36725,0.00290,0.08778,0.31347,0.07978,0.00007,0.00108,1.18564,0.10054,0.10203,12.47514,0.00344
aa01,0.31071,4.52636,0.32123,0.11869,0.06560,0.31540,0.59148,0.58158,2.00572,0.06869,0.14513,0.23542,0.14593,0.02872,0.12448,0.58098,0.29760,0.29648,1.15298,0.06792,0.13864,4.81299,0.32307,0.02032,0.24630,0.56831,0.12322,0.10783,0.50728,0.05380,0.13434,3.25736,0.21150,0.00872,0.45292,0.61767,0.05354,0.04007,0.20633,0.04115
aa03,0.34462,3.49486,0.33399,0.10302,0.06548,0.30706,0.54914,0.54391,2.32486,0.07125,0.14413,0.23531,0.14231,0.02790,0.12821,0.58517,0.30559,0.30473,1.49229,0.06772,0.13172,6.21650,0.31103,0.01586,0.24433,0.56554,0.10716,0.11998,0.63451,0.05627,0.09455,0.13899,0.13677,0.00580,0.38673,0.55617,0.05130,0.04777,0.26412,0.03958
aa3,0.34221,3.48454,0.33442,0.10485,0.06546,0.30910,0.54349,0.53422,2.35175,0.07124,0.13901,6.47221,0.32675,0.03239,0.12697,0.56795,0.29559,0.23207,1.42834,0.06749,0.16833,4.59779,0.32857,0.01558,0.24456,0.58300,0.12360,0.12457,0.65387,0.05633,0.09355,0.13787,0.13176,0.00182,0.08085,0.58147,0.04963,0.05123,0.27145,0.03977
aa4,0.24277,3.25960,0.24108,0.10294,0.12062,0.26408,0.26696,0.40260,1.23994,0.10568,0.09978,0.17233,0.13693,0.02643,0.23453,0.41633,0.22477,0.22814,0.72913,0.09226,0.10662,4.78613,0.16502,0.01349,0.43279,0.43770,0.09349,0.09246,0.29089,0.06560,0.06535,0.14046,0.07545,0.00172,0.69699,0.41888,0.03732,0.03633,0.12073,0.03271
aa5,0.30660,3.71566,0.31038,0.13648,0.06380,0.29628,0.49615,0.50430,1.85099,0.06895,0.13129,0.21897,0.12582,0.03159,0.12395,0.52381,0.26670,0.26735,1.06732,0.06840,0.13279,5.31879,0.26545,0.01826,0.24090,0.51079,0.11139,0.11024,0.42375,0.06438,0.08772,0.14614,0.11325,0.00480,0.37276,0.53896,0.04745,0.04618,0.19071,0.04182
aa6,0.28420,3.74027,0.28533,0.10774,0.07330,0.25061,0.40337,0.39472,1.56717,0.07017,0.10934,0.13113,0.10280,0.02732,0.14123,0.42182,0.22397,0.22178,0.94996,0.07580,0.10680,0.11725,0.17580,0.01409,0.26968,0.41682,0.07925,0.08437,0.39963,0.06472,0.07329,0.14860,0.09118,0.00288,0.45989,0.41750,0.03785,0.03573,0.16617,0.03758
ABACUS_shell_hd
ABACUS_shell_ld
ABACUS_shell_md
ABACUS_shell_ud,0.72581,3.65541,0.75579,1.50305,0.03232,1.28211,1.43118,1.37984,2.00000,0.03558,0.82084,2.75863,1.31443,0.93883,0.04914,1.59500,0.88027,0.69461,1.38856,0.04380,0.43854,7.58098,2.16192,1.38342,0.05671,1.69868,0.38453,0.38140,0.60686,0.04421,0.27563,0.43328,0.40850,0.04347,0.05623,1.79320,0.14851,0.15836,0.25381,0.04366
abb313,0.20273,1.05203,0.32987,0.22468,0.03700,0.01191,0.01248,0.00829,0.01514,0.01142,0.00511,0.00536,0.00530,0.00144,0.05754,0.01302,0.00683,0.00683,0.00838,0.00660,0.00325,0.00508,0.00454,0.00154,0.06642,0.01364,0.00271,0.00273,0.00323,0.00264,0.00241,0.00279,0.00253,0.00062,0.00446,0.00847,0.00114,0.00113,0.00134,0.00084
abtaha1,0.09108,0.16738,0.16625,1.37700,0.00160,0.41164,0.08833,0.08893,0.10046,0.00365,0.07037,0.08474,0.17869,0.62799,0.00180,0.39271,0.02811,0.03737,0.04256,0.00361
abtaha2
ACTIVSg10K,0.33626,2.49296,0.31698,0.29538,0.00213,0.25896,0.93889,0.63755,3.17194,0.00585,0.27210,7.61813,0.34822,0.54792,0.00397,1.07137,0.58412,0.57447,2.52605,0.00891,0.20603,0.37704,0.40291,0.34623,0.00704,1.08702,0.23472,0.23737,1.19802,0.01194,0.17317,0.24427,0.23166,0.01290,0.00598,0.69878,0.09663,0.09629,0.50459,0.01204
ACTIVSg2000,0.19984,4.04634,0.22191,0.39951,0.00801,0.18425,0.23099,0.22791,1.01781,0.01513,0.07877,0.09956,0.07939,0.03065,0.01460,0.24438,0.12838,0.12910,0.58102,0.01769,0.06303,0.07740,0.07519,0.08685,0.01483,0.24277,0.05054,0.04990,0.20802,0.01825,0.04575,0.04911,0.05915,0.00235,0.01578,0.23785,0.02103,0.02068,0.09206,0.01670
ACTIVSg70K,0.51731,1.09745,0.52015,0.21891,0.00057,0.42427,0.87623,0.86722,2.62258,0.00161,0.26801,0.30581,0.78399,0.23137,0.00222,1.22870,0.26078,0.26233,1.22511,0.00624,0.20706,0.39098,0.37161,0.02515,0.00469,1.20181,0.10716,0.10667,0.55966,0.00795
add20,0.30289,1.84834,0.17568,0.08452,0.00815,0.12253,0.14188,0.14321,1.90323,0.01539,0.04975,0.05893,0.04838,0.00973,0.01520,0.14425,0.08003,0.07997,1.26374,0.01668,0.02985,0.05019,0.04669,0.01166,0.01713,0.14295,0.03007,0.02728,0.50652,0.01564,0.02932,0.04057,0.02910,0.00112,0.01687,0.14702,0.01244,0.01221,0.19896,0.01224
add32,0.41894,2.64496,0.30770,0.28845,0.00437,0.15326,0.18803,0.19054,1.13485,0.00973,0.07028,0.08025,0.06929,0.01441,0.00814,0.20104,0.10656,0.10624,0.67209,0.00957,0.05891,0.07507,0.06608,0.02059,0.00832,0.19526,0.04180,0.04056,0.27308,0.00962,0.04478,0.05020,0.03986,0.00270,0.00734,0.19346,0.01768,0.01653,0.11672,0.00958
adder_dcop_01,0.11974,2.66253,0.09532,0.00366,0.00631,0.07777,0.08724,0.08358,4.27563,0.01211,0.03030,0.03821,0.02910,0.00115,0.00816,0.08799,0.03607,0.04659,4.46913,0.01312,0.02166,1.22863,0.04700,0.00079,0.01436,0.08826,0.01917,0.01919,3.16801,0.01184,0.01560,0.02124,0.01688,0.00009,0.01436,0.08720,0.00782,0.00813,1.57889,0.00760
adder_dcop_02,0.09529,2.43420,0.07802,0.00326,0.00633,0.08534,0.09382,0.09274,4.85333,0.01255,0.03033,0.03855,0.02920,0.00107,0.01195,0.09477,0.05000,0.05141,4.51784,0.01321,0.02363,1.15938,0.04642,0.00073,0.01378,0.09003,0.01962,0.01975,3.12290,0.01130,0.01545,0.01912,0.01720,0.00027,0.01519,0.09578,0.00827,0.00823,1.57904,0.00797
adder_dcop_03,0.12177,2.56276,0.09830,0.00393,0.00633,0.08283,0.08966,0.09003,5.03536,0.01238,0.02948,0.03840,0.02879,0.00125,0.00932,0.09258,0.04926,0.04927,4.48271,0.01301,0.01765,0.02671,0.04707,0.00076,0.01487,0.09404,0.01968,0.01773,3.20794,0.01185,0.01515,0.02299,0.01768,0.00009,0.01208,0.09331,0.00819,0.00817,1.52531,0.00811
adder_dcop_04,0.11590,2.19073,0.09818,0.00376,0.00620,0.08156,0.09208,0.09155,4.93964,0.01237,0.02864,0.03772,0.02853,0.00135,0.01196,0.09284,0.04828,0.04944,4.53345,0.01304,0.02141,1.16916,0.04874,0.00076,0.01339,0.05733,0.01949,0.01928,3.15212,0.01186,0.01565,0.01811,0.01741,0.00014,0.01376,0.08968,0.00792,0.00770,1.65161,0.00801
adder_dcop_05,0.11385,2.72653,0.09842,0.00367,0.00615,0.08207,0.09210,0.08850,5.08354,0.01230,0.02984,0.03801,0.02898,0.00135,0.01178,0.08778,0.03626,0.04843,4.60750,0.01295,0.02453,0.02530,0.02136,0.00078,0.01440,0.09456,0.02000,0.01993,3.23335,0.01175,0.01489,0.01769,0.01551,0.00010,0.01472,0.09171,0.00783,0.00806,1.60910,0.00809
adder_dcop_06,0.12177,2.53936,0.09853,0.00337,0.00633,0.05334,0.09294,0.09154,4.91317,0.01248,0.02953,0.02946,0.02205,0.00134,0.00878,0.09063,0.04795,0.04857,4.44196,0.01320,0.01689,0.03611,0.02983,0.00076,0.01332,0.08913,0.01916,0.01910,3.15317,0.01165,0.01421,0.02134,0.02570,0.00007,0.01113,0.09730,0.00838,0.00807,1.59607,0.00771
adder_dcop_07,0.11874,2.67923,0.09850,0.00409,0.00630,0.08112,0.08899,0.08671,4.12138,0.01197,0.03010,0.03853,0.02954,0.00129,0.00879,0.08839,0.04945,0.04868,4.54255,0.01318,0.02340,1.06914,0.04198,0.00073,0.01313,0.09136,0.01930,0.01732,3.23014,0.01205,0.01532,0.02350,0.02120,0.00020,0.01295,0.08927,0.00811,0.00810,1.51994,0.00795
adder_dcop_08,0.07962,2.25743,0.06277,0.00325,0.00628,0.08062,0.09360,0.08965,4.83319,0.01225,0.03075,0.03856,0.02972,0.00098,0.01245,0.08991,0.04836,0.04808,4.44828,0.01318,0.02503,0.03677,0.02588,0.00071,0.01459,0.09085,0.01778,0.02012,3.25342,0.01201,0.01625,0.02074,0.01687,0.00012,0.01346,0.09011,0.00809,0.00767,1.37830,0.00793
adder_dcop_09,0.07409,2.18657,0.05037,0.00268,0.00634,0.07878,0.09268,0.09099,4.93246,0.01242,0.02738,0.02817,0.02248,0.00137,0.00879,0.09466,0.05077,0.03887,4.51629,0.01328,0.02380,0.03597,0.02763,0.00080,0.01415,0.08897,0.01922,0.01959,3.13581,0.01208,0.01459,0.02000,0.01702,0.00012,0.01503,0.09458,0.00798,0.00821,1.59489,0.00808
adder_dcop_10,0.09124,2.31111,0.06026,0.00278,0.00625,0.08145,0.05882,0.08949,4.99554,0.01246,0.03006,0.03864,0.03118,0.00119,0.00963,0.09401,0.04927,0.04913,4.46812,0.01309,0.02876,1.11208,0.04330,0.00075,0.01416,0.08683,0.01939,0.01923,3.04144,0.01118,0.01574,0.03259,0.01738,0.00011,0.01407,0.09086,0.00803,0.00828,1.62429,0.00781
adder_dcop_11,0.08949,2.44413,0.05785,0.00286,0.00634,0.08422,0.09243,0.09326,4.84245,0.01251,0.02944,0.03839,0.03113,0.00128,0.00843,0.08917,0.04702,0.04769,4.43814,0.01312,0.02008,1.12205,0.04577,0.00077,0.01280,0.09170,0.01916,0.01895,2.87328,0.01263,0.01558,0.01861,0.02018,0.00013,0.01471,0.08857,0.00813,0.00820,1.47505,0.00799
adder_dcop_12,0.11875,2.46083,0.09999,0.00350,0.00632,0.07942,0.08892,0.08646,4.09276,0.01163,0.03058,0.03864,0.03117,0.00129,0.00805,0.09257,0.04954,0.04942,4.52516,0.01324,0.01826,0.03554,0.02563,0.00065,0.01311,0.08915,0.01742,0.01973,3.06269,0.01203,0.01358,0.01762,0.01823,0.00028,0.01339,0.08748,0.00795,0.00757,1.55094,0.00801
adder_dcop_13,0.12049,2.79032,0.10281,0.00329,0.00634,0.08315,0.09446,0.09179,4.91612,0.01250,0.02827,0.02450,0.02296,0.00134,0.00964,0.09243,0.04835,0.03747,4.56508,0.01319,0.02401,0.03678,0.02741,0.00060,0.01303,0.08894,0.01945,0.01945,3.07542,0.01195,0.01637,0.01857,0.01971,0.00012,0.01486,0.09122,0.00778,0.00797,1.54343,0.00797
adder_dcop_14,0.11025,2.80449,0.10175,0.00372,0.00630,0.08028,0.08755,0.05762,4.28450,0.01183,0.02520,0.03821,0.02473,0.00150,0.01209,0.09472,0.05010,0.04802,4.40930,0.01315,0.02357,0.02456,0.02346,0.00082,0.01566,0.08673,0.01903,0.01887,3.18462,0.01208,0.01504,0.02104,0.02246,0.00024,0.01116,0.06204,0.00836,0.00820,1.56256,0.00776
adder_dcop_15,0.11518,2.60324,0.09963,0.00316,0.00632,0.08466,0.09355,0.09454,4.94725,0.01256,0.02971,0.03858,0.03045,0.00118,0.01015,0.09423,0.04846,0.04906,4.55065,0.01311,0.02267,0.03595,0.03830,0.00078,0.01397,0.09024,0.01870,0.01932,2.84629,0.01203,0.01252,0.01823,0.01982,0.00024,0.01502,0.09127,0.00803,0.00803,1.54673,0.00801
adder_dcop_16,0.10471,2.47709,0.09316,0.00398,0.00642,0.08390,0.09021,0.09068,4.82621,0.01251,0.02968,0.03856,0.02985,0.00100,0.01184,0.08829,0.04842,0.04861,4.64208,0.01346,0.03275,1.23718,0.04769,0.00073,0.01401,0.09264,0.01776,0.02004,3.21445,0.01193,0.01532,0.01998,0.01655,0.00020,0.01477,0.09648,0.00851,0.00802,1.63926,0.00810
adder_dcop_17,0.11877,2.60324,0.09922,0.00406,0.00632,0.08178,0.08912,0.08847,4.98285,0.01239,0.03053,0.03864,0.03011,0.00106,0.01234,0.09500,0.04906,0.04980,4.03999,0.01326,0.02800,1.16418,0.04313,0.00073,0.01336,0.09315,0.01974,0.01982,3.23538,0.01196,0.01436,0.01863,0.01577,0.00006,0.01548,0.09383,0.00801,0.00830,1.66565,0.00727
adder_dcop_18,0.10285,2.68401,0.08027,0.00375,0.00643,0.08156,0.09040,0.08972,4.45295,0.01242,0.02946,0.03762,0.02798,0.00121,0.00846,0.09197,0.04779,0.04640,4.48940,0.01313,0.02254,0.03717,0.02243,0.00069,0.01387,0.09072,0.01914,0.01903,3.08301,0.01202,0.01439,0.01798,0.01626,0.00011,0.01019,0.09375,0.00804,0.00819,1.59744,0.00607
adder_dcop_19,0.11965,2.56735,0.10024,0.00305,0.00632,0.08204,0.08856,0.08809,5.04649,0.01241,0.02931,0.03846,0.02760,0.00122,0.01001,0.08598,0.04673,0.04559,4.52835,0.01303,0.02124,1.06185,0.04197,0.00069,0.01381,0.09273,0.01921,0.01923,2.86131,0.01214,0.01602,0.01949,0.01728,0.00030,0.01529,0.09360,0.00822,0.00808,1.58258,0.00822
adder_dcop_20,0.11721,2.52719,0.08142,0.00328,0.00628,0.08477,0.09275,0.09016,5.02417,0.01244,0.03002,0.03861,0.02883,0.00120,0.00999,0.09122,0.04734,0.04702,4.46761,0.01305,0.02622,0.03702,0.01886,0.00072,0.01437,0.08778,0.01786,0.01988,3.24577,0.01206,0.01438,0.02078,0.01647,0.00015,0.01362,0.08982,0.00803,0.00760,1.55200,0.00793
adder_dcop_21,0.12178,2.62757,0.09994,0.00416,0.00638,0.08319,0.09267,0.09005,5.00385,0.01239,0.02996,0.03867,0.03140,0.00139,0.01232,0.09386,0.04799,0.04902,4.05710,0.01318,0.02639,0.02967,0.03006,0.00080,0.01484,0.08781,0.01474,0.01453,2.62081,0.01218,0.01439,0.01831,0.01785,0.00023,0.01392,0.09130,0.00798,0.00759,1.56029,0.00794
adder_dcop_22,0.10534,2.73625,0.08355,0.00374,0.00634,0.07743,0.09080,0.09062,5.08093,0.01158,0.02972,0.03457,0.02432,0.00117,0.01211,0.08918,0.04861,0.04811,4.46585,0.01324,0.02015,0.02801,0.02264,0.00070,0.01376,0.08706,0.01992,0.02000,3.11250,0.01200,0.01430,0.02182,0.01639,0.00011,0.01032,0.08960,0.00767,0.00784,1.51370,0.00755
adder_dcop_23,0.12038,2.69043,0.09776,0.00416,0.00641,0.08254,0.09180,0.08987,4.84284,0.01250,0.03091,2.26734,0.05737,0.00162,0.01214,0.08812,0.04712,0.04700,4.51904,0.01309,0.02247,0.02676,0.02430,0.00070,0.01462,0.09058,0.01953,0.01940,2.94187,0.01198,0.01234,0.01815,0.01834,0.00010,0.01194,0.09083,0.00614,0.00605,1.50918,0.00802
adder_dcop_24,0.11975,2.66493,0.10099,0.00386,0.00630,0.08144,0.08711,0.08649,4.95582,0.01242,0.02934,0.03864,0.02941,0.00121,0.00822,0.09074,0.05082,0.05047,4.51526,0.01322,0.01530,0.03539,0.03892,0.00078,0.01386,0.09066,0.01873,0.01745,3.08822,0.01271,0.01493,0.01987,0.01604,0.00014,0.01150,0.09400,0.00823,0.00815,1.53606,0.00811
adder_dcop_25,0.11883,2.62757,0.10260,0.00388,0.00640,0.07824,0.08938,0.08700,4.84769,0.01249,0.02571,0.03839,0.02301,0.00097,0.01191,0.08808,0.04638,0.04694,4.43408,0.01212,0.02371,0.03663,0.02372,0.00068,0.01327,0.08942,0.01901,0.01919,2.69982,0.01211,0.01429,0.01985,0.01698,0.00017,0.01465,0.09460,0.00828,0.00791,1.60527,0.00820
adder_dcop_26,0.11577,2.67126,0.08105,0.00373,0.00641,0.08477,0.09254,0.08990,4.78952,0.01251,0.03007,0.03865,0.02976,0.00110,0.01227,0.05799,0.04659,0.04659,4.51055,0.01304,0.01922,0.03243,0.02249,0.00073,0.01361,0.09251,0.01987,0.02000,3.16379,0.01261,0.01460,0.01897,0.02211,0.00009,0.01553,0.08845,0.00759,0.00777,1.57221,0.00750
adder_dcop_27,0.09255,2.43420,0.06068,0.00290,0.00620,0.08133,0.08569,0.08661,4.23258,0.01237,0.02939,0.03842,0.03030,0.00117,0.00979,0.08853,0.04654,0.04711,4.61924,0.01306,0.02577,1.15819,0.03254,0.00071,0.01546,0.08985,0.01877,0.01878,2.52757,0.01148,0.01595,0.52017,0.03931,0.00031,0.00959,0.09206,0.00816,0.00794,1.53327,0.00676
adder_dcop_28,0.12052,2.74292,0.10355,0.00425,0.00635,0.08006,0.09110,0.08940,4.94973,0.01244,0.03027,0.03819,0.03028,0.00110,0.01175,0.09148,0.04876,0.04888,4.47258,0.01307,0.02163,0.02551,0.02609,0.00072,0.01406,0.08984,0.01926,0.01731,3.16413,0.01210,0.01412,0.01823,0.01757,0.00010,0.01400,0.09034,0.00811,0.00806,1.49959,0.00797
adder_dcop_29,0.07278,2.54434,0.06059,0.00311,0.00634,0.08255,0.09054,0.09268,5.07387,0.01255,0.03051,0.03862,0.03015,0.00095,0.01201,0.08782,0.04727,0.04672,4.38780,0.01201,0.02219,0.78975,0.04444,0.00074,0.01443,0.08853,0.01953,0.01936,3.04745,0.01196,0.01498,0.01775,0.01947,0.00007,0.01356,0.09172,0.00793,0.00756,1.52145,0.00784
adder_dcop_30,0.10544,2.75637,0.09526,0.00384,0.00635,0.08045,0.08896,0.08754,4.59965,0.01229,0.02851,0.03856,0.03036,0.00122,0.00839,0.08777,0.03729,0.04773,4.48009,0.01320,0.02150,0.03213,0.02911,0.00072,0.01431,0.09431,0.01987,0.01992,3.24910,0.01194,0.01374,0.02675,0.01620,0.00006,0.01513,0.09210,0.00785,0.00807,1.55398,0.00804
adder_dcop_31,0.07171,2.42370,0.06043,0.00264,0.00634,0.05484,0.08882,0.09043,4.72793,0.01242,0.02862,0.03822,0.02526,0.00125,0.01005,0.09396,0.04991,0.04966,4.61744,0.01314,0.01834,0.03269,0.02295,0.00066,0.01490,0.09008,0.01962,0.01948,3.23591,0.01126,0.01527,0.02908,0.02805,0.00016,0.01491,0.09426,0.00828,0.00837,1.62431,0.00790
adder_dcop_32,0.07428,2.63372,0.06064,0.00288,0.00632,0.08048,0.08886,0.08741,5.01166,0.01246,0.02818,0.03616,0.02153,0.00126,0.00826,0.08951,0.04828,0.04836,4.64281,0.01355,0.01676,0.03536,0.02359,0.00073,0.01418,0.09074,0.01930,0.01726,2.60026,0.01216,0.01553,0.02042,0.02390,0.00024,0.01396,0.09068,0.00814,0.00804,1.51471,0.00810
adder_dcop_33,0.11966,2.48256,0.10406,0.00428,0.00642,0.08259,0.09122,0.09105,5.01749,0.01254,0.03001,0.03866,0.03065,0.00112,0.01206,0.09254,0.04896,0.04913,4.46955,0.01317,0.02294,0.02738,0.02419,0.00074,0.01393,0.06046,0.02014,0.01979,3.22086,0.01209,0.01583,0.03052,0.01977,0.00012,0.01303,0.09057,0.00809,0.00761,1.58037,0.00801
adder_dcop_34,0.09160,2.57345,0.05941,0.00318,0.00636,0.08253,0.09269,0.08888,4.96473,0.01247,0.03037,0.03860,0.02943,0.00103,0.01211,0.09235,0.05011,0.03912,4.52119,0.01327,0.02480,1.18629,0.04961,0.00080,0.01502,0.09466,0.01985,0.02006,3.18074,0.01189,0.01503,0.01797,0.01692,0.00021,0.01394,0.09582,0.00790,0.00841,1.68855,0.00827
adder_dcop_35,0.11584,2.66493,0.10034,0.00422,0.00636,0.08145,0.05765,0.08934,4.88187,0.01250,0.03032,0.03853,0.02922,0.00098,0.01208,0.09356,0.04926,0.04883,4.54646,0.01309,0.03072,1.19511,0.04758,0.00079,0.01347,0.08871,0.01897,0.01884,3.12372,0.01034,0.01415,0.02010,0.01588,0.00010,0.01066,0.09184,0.00802,0.00807,1.41553,0.00786
